movie_name,award_year,award_category,award_winner
How to Sleep,1936-01-01,SHORT SUBJECT (Comedy),True
Oh,1936-01-01,SHORT SUBJECT (Comedy),False
 My Nerves,1936-01-01,SHORT SUBJECT (Comedy),False
Tit for Tat,1936-01-01,SHORT SUBJECT (Comedy),False
Audioscopiks,1936-01-01,SHORT SUBJECT (Novelty),False
Camera Thrills,1936-01-01,SHORT SUBJECT (Novelty),False
Wings over Mt. Everest,1936-01-01,SHORT SUBJECT (Novelty),True
Bride of Frankenstein,1936-01-01,SOUND RECORDING,False
I Dream Too Much,1936-01-01,SOUND RECORDING,False
Love Me Forever,1936-01-01,SOUND RECORDING,False
$1,1936-01-01,SOUND RECORDING,False
000 a Minute,1936-01-01,SOUND RECORDING,False
Thanks a Million,1936-01-01,SOUND RECORDING,False
G-Men,1936-01-01,WRITING (Original Story),False
The Gay Deception,1936-01-01,WRITING (Original Story),False
The Scoundrel,1936-01-01,WRITING (Original Story),True
Dodsworth,1937-01-01,ACTOR,False
My Man Godfrey,1937-01-01,ACTOR,False
San Francisco,1937-01-01,ACTOR,False
Come and Get It,1937-01-01,ACTOR IN A SUPPORTING ROLE,True
Pigskin Parade,1937-01-01,ACTOR IN A SUPPORTING ROLE,False
Romeo and Juliet,1937-01-01,ACTOR IN A SUPPORTING ROLE,False
The General Died at Dawn,1937-01-01,ACTOR IN A SUPPORTING ROLE,False
Theodora Goes Wild,1937-01-01,ACTRESS,False
Valiant Is the Word for Carrie,1937-01-01,ACTRESS,False
The Gorgeous Hussy,1937-01-01,ACTRESS IN A SUPPORTING ROLE,False
These Three,1937-01-01,ACTRESS IN A SUPPORTING ROLE,False
Lloyds of London,1937-01-01,ART DIRECTION,False
The Magnificent Brute,1937-01-01,ART DIRECTION,False
Winterset,1937-01-01,ART DIRECTION,False
The Charge of the Light Brigade,1937-01-01,ASSISTANT DIRECTOR,True
The Garden of Allah,1937-01-01,ASSISTANT DIRECTOR,False
The Last of the Mohicans,1937-01-01,ASSISTANT DIRECTOR,False
Gold Diggers of 1937,1937-01-01,DANCE DIRECTION,False
Cain and Mabel,1937-01-01,DANCE DIRECTION,False
Born to Dance,1937-01-01,DANCE DIRECTION,False
One in a Million,1937-01-01,DANCE DIRECTION,False
Dancing Pirate,1937-01-01,DANCE DIRECTION,False
Swing Time,1937-01-01,DANCE DIRECTION,False
A Tale of Two Cities,1937-01-01,FILM EDITING,False
Suzy,1937-01-01,MUSIC (Song),False
Trail of the Lonesome Pine,1937-01-01,MUSIC (Song),False
Pennies from Heaven,1937-01-01,MUSIC (Song),False
Sing,1937-01-01,MUSIC (Song),False
 Baby,1937-01-01,MUSIC (Song),False
 Sing,1937-01-01,MUSIC (Song),False
Libeled Lady,1937-01-01,OUTSTANDING PRODUCTION,False
Three Smart Girls,1937-01-01,OUTSTANDING PRODUCTION,False
The Country Cousin,1937-01-01,SHORT SUBJECT (Cartoon),True
Old Mill Pond,1937-01-01,SHORT SUBJECT (Cartoon),False
Sinbad the Sailor,1937-01-01,SHORT SUBJECT (Cartoon),False
Give Me Liberty,1937-01-01,SHORT SUBJECT (Color),True
La Fiesta de Santa Barbara,1937-01-01,SHORT SUBJECT (Color),False
Popular Science J-6-2,1937-01-01,SHORT SUBJECT (Color),False
Bored of Education,1937-01-01,SHORT SUBJECT (One-reel),True
Moscow Moods,1937-01-01,SHORT SUBJECT (One-reel),False
Wanted,1937-01-01,SHORT SUBJECT (One-reel),False
 a Master,1937-01-01,SHORT SUBJECT (One-reel),False
Double or Nothing,1937-01-01,SHORT SUBJECT (Two-reel),False
Dummy Ache,1937-01-01,SHORT SUBJECT (Two-reel),False
The Public Pays,1937-01-01,SHORT SUBJECT (Two-reel),True
Banjo on My Knee,1937-01-01,SOUND RECORDING,False
General Spanky,1937-01-01,SOUND RECORDING,False
The Texas Rangers,1937-01-01,SOUND RECORDING,False
That Girl from Paris,1937-01-01,SOUND RECORDING,False
Fury,1937-01-01,WRITING (Original Story),False
After the Thin Man,1937-01-01,WRITING (Screenplay),False
Conquest,1938-01-01,ACTOR,False
A Star Is Born,1938-01-01,ACTOR,False
Night Must Fall,1938-01-01,ACTOR,False
The Hurricane,1938-01-01,ACTOR IN A SUPPORTING ROLE,False
Lost Horizon,1938-01-01,ACTOR IN A SUPPORTING ROLE,False
Topper,1938-01-01,ACTOR IN A SUPPORTING ROLE,False
Camille,1938-01-01,ACTRESS,False
Stella Dallas,1938-01-01,ACTRESS,False
Stage Door,1938-01-01,ACTRESS IN A SUPPORTING ROLE,False
Dead End,1938-01-01,ACTRESS IN A SUPPORTING ROLE,False
A Damsel in Distress,1938-01-01,ART DIRECTION,False
Every Day's a Holiday,1938-01-01,ART DIRECTION,False
Manhattan Merry-Go-Round,1938-01-01,ART DIRECTION,False
The Prisoner of Zenda,1938-01-01,ART DIRECTION,False
Souls at Sea,1938-01-01,ART DIRECTION,False
Walter Wanger's Vogues of 1938,1938-01-01,ART DIRECTION,False
Wee Willie Winkie,1938-01-01,ART DIRECTION,False
You're a Sweetheart,1938-01-01,ART DIRECTION,False
Wings over Honolulu,1938-01-01,CINEMATOGRAPHY,False
Varsity Show,1938-01-01,DANCE DIRECTION,False
Ready,1938-01-01,DANCE DIRECTION,False
 Willing and Able,1938-01-01,DANCE DIRECTION,False
A Day at the Races,1938-01-01,DANCE DIRECTION,False
Ali Baba Goes to Town,1938-01-01,DANCE DIRECTION,False
Thin Ice,1938-01-01,DANCE DIRECTION,False
Waikiki Wedding,1938-01-01,DANCE DIRECTION,False
One Hundred Men and a Girl,1938-01-01,FILM EDITING,False
Make a Wish,1938-01-01,MUSIC (Scoring),False
Maytime,1938-01-01,MUSIC (Scoring),False
Portia on Trial,1938-01-01,MUSIC (Scoring),False
Quality Street,1938-01-01,MUSIC (Scoring),False
Snow White and the Seven Dwarfs,1938-01-01,MUSIC (Scoring),False
Something to Sing About,1938-01-01,MUSIC (Scoring),False
Way Out West,1938-01-01,MUSIC (Scoring),False
Mr. Dodd Takes the Air,1938-01-01,MUSIC (Song),False
Shall We Dance,1938-01-01,MUSIC (Song),False
Artists and Models,1938-01-01,MUSIC (Song),False
Educated Fish,1938-01-01,SHORT SUBJECT (Cartoon),False
The Little Match Girl,1938-01-01,SHORT SUBJECT (Cartoon),False
The Old Mill,1938-01-01,SHORT SUBJECT (Cartoon),True
The Man without a Country,1938-01-01,SHORT SUBJECT (Color),False
Penny Wisdom,1938-01-01,SHORT SUBJECT (Color),True
Popular Science J-7-1,1938-01-01,SHORT SUBJECT (Color),False
A Night at the Movies,1938-01-01,SHORT SUBJECT (One-reel),False
The Private Life of the Gannets,1938-01-01,SHORT SUBJECT (One-reel),True
Romance of Radium,1938-01-01,SHORT SUBJECT (One-reel),False
Deep South,1938-01-01,SHORT SUBJECT (Two-reel),False
Should Wives Work?,1938-01-01,SHORT SUBJECT (Two-reel),False
Torture Money,1938-01-01,SHORT SUBJECT (Two-reel),True
The Girl Said No,1938-01-01,SOUND RECORDING,False
Hitting a New High,1938-01-01,SOUND RECORDING,False
Wells Fargo,1938-01-01,SOUND RECORDING,False
Black Legion,1938-01-01,WRITING (Original Story),False
Algiers,1939-01-01,ACTOR,False
Angels with Dirty Faces,1939-01-01,ACTOR,False
The Citadel,1939-01-01,ACTOR,False
Pygmalion,1939-01-01,ACTOR,False
Four Daughters,1939-01-01,ACTOR IN A SUPPORTING ROLE,False
Marie Antoinette,1939-01-01,ACTOR IN A SUPPORTING ROLE,False
If I Were King,1939-01-01,ACTOR IN A SUPPORTING ROLE,False
White Banners,1939-01-01,ACTRESS,False
Three Comrades,1939-01-01,ACTRESS,False
Of Human Hearts,1939-01-01,ACTRESS IN A SUPPORTING ROLE,False
Merrily We Live,1939-01-01,ACTRESS IN A SUPPORTING ROLE,False
The Great Waltz,1939-01-01,ACTRESS IN A SUPPORTING ROLE,False
The Adventures of Robin Hood,1939-01-01,ART DIRECTION,True
The Adventures of Tom Sawyer,1939-01-01,ART DIRECTION,False
Alexander's Ragtime Band,1939-01-01,ART DIRECTION,False
Carefree,1939-01-01,ART DIRECTION,False
The Goldwyn Follies,1939-01-01,ART DIRECTION,False
Holiday,1939-01-01,ART DIRECTION,False
Mad about Music,1939-01-01,ART DIRECTION,False
Army Girl,1939-01-01,CINEMATOGRAPHY,False
The Buccaneer,1939-01-01,CINEMATOGRAPHY,False
Suez,1939-01-01,CINEMATOGRAPHY,False
Vivacious Lady,1939-01-01,CINEMATOGRAPHY,False
The Young in Heart,1939-01-01,CINEMATOGRAPHY,False
Test Pilot,1939-01-01,FILM EDITING,False
Block-Heads,1939-01-01,MUSIC (Original Score),False
Blockade,1939-01-01,MUSIC (Original Score),False
Breaking the Ice,1939-01-01,MUSIC (Original Score),False
The Cowboy and the Lady,1939-01-01,MUSIC (Original Score),False
Pacific Liner,1939-01-01,MUSIC (Original Score),False
Girls' School,1939-01-01,MUSIC (Scoring),False
Storm over Bengal,1939-01-01,MUSIC (Scoring),False
Sweethearts,1939-01-01,MUSIC (Scoring),False
There Goes My Heart,1939-01-01,MUSIC (Scoring),False
Tropic Holiday,1939-01-01,MUSIC (Scoring),False
Mannequin,1939-01-01,MUSIC (Song),False
Under Western Stars,1939-01-01,MUSIC (Song),False
Going Places,1939-01-01,MUSIC (Song),False
The Lady Objects,1939-01-01,MUSIC (Song),False
That Certain Age,1939-01-01,MUSIC (Song),False
The Big Broadcast of 1938,1939-01-01,MUSIC (Song),True
Grand Illusion,1939-01-01,OUTSTANDING PRODUCTION,False
Brave Little Tailor,1939-01-01,SHORT SUBJECT (Cartoon),False
Ferdinand the Bull,1939-01-01,SHORT SUBJECT (Cartoon),True
Good Scouts,1939-01-01,SHORT SUBJECT (Cartoon),False
Hunky and Spunky,1939-01-01,SHORT SUBJECT (Cartoon),False
Mother Goose Goes Hollywood,1939-01-01,SHORT SUBJECT (Cartoon),False
The Great Heart,1939-01-01,SHORT SUBJECT (One-reel),False
That Mothers Might Live,1939-01-01,SHORT SUBJECT (One-reel),True
Timber Toppers,1939-01-01,SHORT SUBJECT (One-reel),False
Declaration of Independence,1939-01-01,SHORT SUBJECT (Two-reel),True
Swingtime in the Movies,1939-01-01,SHORT SUBJECT (Two-reel),False
They're Always Caught,1939-01-01,SHORT SUBJECT (Two-reel),False
Goodbye,1940-01-01,ACTOR,True
 Mr. Chips,1940-01-01,ACTOR,True
Wuthering Heights,1940-01-01,ACTOR,False
Babes in Arms,1940-01-01,ACTOR,False
Mr. Smith Goes to Washington,1940-01-01,ACTOR,False
Juarez,1940-01-01,ACTOR IN A SUPPORTING ROLE,False
Beau Geste,1940-01-01,ACTOR IN A SUPPORTING ROLE,False
Dark Victory,1940-01-01,ACTRESS,False
Love Affair,1940-01-01,ACTRESS,False
Ninotchka,1940-01-01,ACTRESS,False
Drums along the Mohawk,1940-01-01,ACTRESS IN A SUPPORTING ROLE,False
Captain Fury,1940-01-01,ART DIRECTION,False
First Love,1940-01-01,ART DIRECTION,False
Man of Conquest,1940-01-01,ART DIRECTION,False
The Private Lives of Elizabeth and Essex,1940-01-01,ART DIRECTION,False
The Rains Came,1940-01-01,ART DIRECTION,False
The Wizard of Oz,1940-01-01,ART DIRECTION,False
The Great Victor Herbert,1940-01-01,CINEMATOGRAPHY (Black-and-White),False
Gunga Din,1940-01-01,CINEMATOGRAPHY (Black-and-White),False
Intermezzo,1940-01-01,CINEMATOGRAPHY (Black-and-White),False
Lady of the Tropics,1940-01-01,CINEMATOGRAPHY (Black-and-White),False
Of Mice and Men,1940-01-01,CINEMATOGRAPHY (Black-and-White),False
Only Angels Have Wings,1940-01-01,CINEMATOGRAPHY (Black-and-White),False
Four Feathers,1940-01-01,CINEMATOGRAPHY (Color),False
The Mikado,1940-01-01,CINEMATOGRAPHY (Color),False
Eternally Yours,1940-01-01,MUSIC (Original Score),False
Golden Boy,1940-01-01,MUSIC (Original Score),False
Gulliver's Travels,1940-01-01,MUSIC (Original Score),False
The Man in the Iron Mask,1940-01-01,MUSIC (Original Score),False
Nurse Edith Cavell,1940-01-01,MUSIC (Original Score),False
The Hunchback of Notre Dame,1940-01-01,MUSIC (Scoring),False
She Married a Cop,1940-01-01,MUSIC (Scoring),False
Swanee River,1940-01-01,MUSIC (Scoring),False
They Shall Have Music,1940-01-01,MUSIC (Scoring),False
Way Down South,1940-01-01,MUSIC (Scoring),False
Second Fiddle,1940-01-01,MUSIC (Song),False
Detouring America,1940-01-01,SHORT SUBJECT (Cartoon),False
Peace on Earth,1940-01-01,SHORT SUBJECT (Cartoon),False
The Pointer,1940-01-01,SHORT SUBJECT (Cartoon),False
The Ugly Duckling,1940-01-01,SHORT SUBJECT (Cartoon),True
Busy Little Bears,1940-01-01,SHORT SUBJECT (One-reel),True
Information Please,1940-01-01,SHORT SUBJECT (One-reel),False
Prophet without Honor,1940-01-01,SHORT SUBJECT (One-reel),False
Sword Fishing,1940-01-01,SHORT SUBJECT (One-reel),False
Drunk Driving,1940-01-01,SHORT SUBJECT (Two-reel),False
Five Times Five,1940-01-01,SHORT SUBJECT (Two-reel),False
Sons of Liberty,1940-01-01,SHORT SUBJECT (Two-reel),True
Balalaika,1940-01-01,SOUND RECORDING,False
When Tomorrow Comes,1940-01-01,SOUND RECORDING,True
Topper Takes a Trip,1940-01-01,SPECIAL EFFECTS,False
Union Pacific,1940-01-01,SPECIAL EFFECTS,False
Bachelor Mother,1940-01-01,WRITING (Original Story),False
Young Mr. Lincoln,1940-01-01,WRITING (Original Story),False
The Great Dictator,1941-01-01,ACTOR,False
Abe Lincoln in Illinois,1941-01-01,ACTOR,False
Rebecca,1941-01-01,ACTOR,False
Foreign Correspondent,1941-01-01,ACTOR IN A SUPPORTING ROLE,False
They Knew What They Wanted,1941-01-01,ACTOR IN A SUPPORTING ROLE,False
The Letter,1941-01-01,ACTOR IN A SUPPORTING ROLE,False
Our Town,1941-01-01,ACTRESS,False
All This,1941-01-01,ACTRESS IN A SUPPORTING ROLE,False
 and Heaven Too,1941-01-01,ACTRESS IN A SUPPORTING ROLE,False
Primrose Path,1941-01-01,ACTRESS IN A SUPPORTING ROLE,False
Arise,1941-01-01,ART DIRECTION (Black-and-White),False
 My Love,1941-01-01,ART DIRECTION (Black-and-White),False
Arizona,1941-01-01,ART DIRECTION (Black-and-White),False
The Boys from Syracuse,1941-01-01,ART DIRECTION (Black-and-White),False
The Dark Command,1941-01-01,ART DIRECTION (Black-and-White),False
Lillian Russell,1941-01-01,ART DIRECTION (Black-and-White),False
My Favorite Wife,1941-01-01,ART DIRECTION (Black-and-White),False
My Son,1941-01-01,ART DIRECTION (Black-and-White),False
 My Son!,1941-01-01,ART DIRECTION (Black-and-White),False
Pride and Prejudice,1941-01-01,ART DIRECTION (Black-and-White),True
The Sea Hawk,1941-01-01,ART DIRECTION (Black-and-White),False
Bitter Sweet,1941-01-01,ART DIRECTION (Color),False
Down Argentine Way,1941-01-01,ART DIRECTION (Color),False
North West Mounted Police,1941-01-01,ART DIRECTION (Color),False
The Thief of Bagdad,1941-01-01,ART DIRECTION (Color),True
Boom Town,1941-01-01,CINEMATOGRAPHY (Black-and-White),False
The Long Voyage Home,1941-01-01,CINEMATOGRAPHY (Black-and-White),False
Spring Parade,1941-01-01,CINEMATOGRAPHY (Black-and-White),False
Waterloo Bridge,1941-01-01,CINEMATOGRAPHY (Black-and-White),False
The Blue Bird,1941-01-01,CINEMATOGRAPHY (Color),False
Northwest Passage,1941-01-01,CINEMATOGRAPHY (Color),False
The Fight for Life,1941-01-01,MUSIC (Original Score),False
The House of the Seven Gables,1941-01-01,MUSIC (Original Score),False
The Howards of Virginia,1941-01-01,MUSIC (Original Score),False
The Mark of Zorro,1941-01-01,MUSIC (Original Score),False
One Million B.C.,1941-01-01,MUSIC (Original Score),False
Pinocchio,1941-01-01,MUSIC (Original Score),True
Hit Parade of 1941,1941-01-01,MUSIC (Scoring),False
Irene,1941-01-01,MUSIC (Scoring),False
Second Chorus,1941-01-01,MUSIC (Scoring),False
Strike Up the Band,1941-01-01,MUSIC (Scoring),False
Tin Pan Alley,1941-01-01,MUSIC (Scoring),True
You'll Find Out,1941-01-01,MUSIC (Song),False
Music in My Heart,1941-01-01,MUSIC (Song),False
Rhythm on the River,1941-01-01,MUSIC (Song),False
The Milky Way,1941-01-01,SHORT SUBJECT (Cartoon),True
Puss Gets the Boot,1941-01-01,SHORT SUBJECT (Cartoon),False
A Wild Hare,1941-01-01,SHORT SUBJECT (Cartoon),False
London Can Take It,1941-01-01,SHORT SUBJECT (One-reel),False
More about Nostradamus,1941-01-01,SHORT SUBJECT (One-reel),False
Quicker 'N a Wink,1941-01-01,SHORT SUBJECT (One-reel),True
Siege,1941-01-01,SHORT SUBJECT (One-reel),False
Eyes of the Navy,1941-01-01,SHORT SUBJECT (Two-reel),False
Service with the Colors,1941-01-01,SHORT SUBJECT (Two-reel),False
Teddy,1941-01-01,SHORT SUBJECT (Two-reel),True
 the Rough Rider,1941-01-01,SHORT SUBJECT (Two-reel),True
Behind the News,1941-01-01,SOUND RECORDING,False
Captain Caution,1941-01-01,SOUND RECORDING,False
Too Many Husbands,1941-01-01,SOUND RECORDING,False
Dr. Cyclops,1941-01-01,SPECIAL EFFECTS,False
The Invisible Man Returns,1941-01-01,SPECIAL EFFECTS,False
Swiss Family Robinson,1941-01-01,SPECIAL EFFECTS,False
Typhoon,1941-01-01,SPECIAL EFFECTS,False
Women in War,1941-01-01,SPECIAL EFFECTS,False
Angels over Broadway,1941-01-01,WRITING (Original Screenplay),False
Dr. Ehrlich's Magic Bullet,1941-01-01,WRITING (Original Screenplay),False
The Great McGinty,1941-01-01,WRITING (Original Screenplay),True
Comrade X,1941-01-01,WRITING (Original Story),False
Edison,1941-01-01,WRITING (Original Story),False
 the Man,1941-01-01,WRITING (Original Story),False
Penny Serenade,1942-01-01,ACTOR,False
All That Money Can Buy,1942-01-01,ACTOR,False
Here Comes Mr. Jordan,1942-01-01,ACTOR,False
Citizen Kane,1942-01-01,ACTOR,False
The Devil and Miss Jones,1942-01-01,ACTOR IN A SUPPORTING ROLE,False
The Maltese Falcon,1942-01-01,ACTOR IN A SUPPORTING ROLE,False
The Little Foxes,1942-01-01,ACTRESS,False
Hold Back the Dawn,1942-01-01,ACTRESS,False
Suspicion,1942-01-01,ACTRESS,True
Blossoms in the Dust,1942-01-01,ACTRESS,False
Ball of Fire,1942-01-01,ACTRESS,False
The Flame of New Orleans,1942-01-01,ART DIRECTION (Black-and-White),False
Ladies in Retirement,1942-01-01,ART DIRECTION (Black-and-White),False
Sis Hopkins,1942-01-01,ART DIRECTION (Black-and-White),False
The Son of Monte Cristo,1942-01-01,ART DIRECTION (Black-and-White),False
Sundown,1942-01-01,ART DIRECTION (Black-and-White),False
That Hamilton Woman,1942-01-01,ART DIRECTION (Black-and-White),False
When Ladies Meet,1942-01-01,ART DIRECTION (Black-and-White),False
Blood and Sand,1942-01-01,ART DIRECTION (Color),False
Louisiana Purchase,1942-01-01,ART DIRECTION (Color),False
The Chocolate Soldier,1942-01-01,CINEMATOGRAPHY (Black-and-White),False
Dr. Jekyll and Mr. Hyde,1942-01-01,CINEMATOGRAPHY (Black-and-White),False
Sun Valley Serenade,1942-01-01,CINEMATOGRAPHY (Black-and-White),False
Aloma of the South Seas,1942-01-01,CINEMATOGRAPHY (Color),False
Billy the Kid,1942-01-01,CINEMATOGRAPHY (Color),False
Dive Bomber,1942-01-01,CINEMATOGRAPHY (Color),False
Adventure in the Bronx,1942-01-01,DOCUMENTARY (Short Subject),False
Bomber,1942-01-01,DOCUMENTARY (Short Subject),False
Christmas under Fire,1942-01-01,DOCUMENTARY (Short Subject),False
Churchill's Island,1942-01-01,DOCUMENTARY (Short Subject),True
Letter from Home,1942-01-01,DOCUMENTARY (Short Subject),False
Life of a Thoroughbred,1942-01-01,DOCUMENTARY (Short Subject),False
Norway in Revolt,1942-01-01,DOCUMENTARY (Short Subject),False
A Place to Live,1942-01-01,DOCUMENTARY (Short Subject),False
Russian Soil,1942-01-01,DOCUMENTARY (Short Subject),False
Soldiers of the Sky,1942-01-01,DOCUMENTARY (Short Subject),False
War Clouds in the Pacific,1942-01-01,DOCUMENTARY (Short Subject),False
Back Street,1942-01-01,MUSIC (Music Score of a Dramatic Picture),False
Cheers for Miss Bishop,1942-01-01,MUSIC (Music Score of a Dramatic Picture),False
King of the Zombies,1942-01-01,MUSIC (Music Score of a Dramatic Picture),False
Lydia,1942-01-01,MUSIC (Music Score of a Dramatic Picture),False
Mercy Island,1942-01-01,MUSIC (Music Score of a Dramatic Picture),False
So Ends Our Night,1942-01-01,MUSIC (Music Score of a Dramatic Picture),False
Tanks a Million,1942-01-01,MUSIC (Music Score of a Dramatic Picture),False
