movie_name,movie_date,movie_genre
Monte Carlo,2011,Romance
Silk Road,2021,Crime
Silk Road,2021,Thriller
Justice League Dark,2017,Science Fiction
Justice League Dark,2017,Action
Justice League Dark,2017,Animation
Justice League Dark,2017,Fantasy
Justice League Dark,2017,Thriller
They Live Inside Us,2020,Horror
Zombie Night,2013,Horror
The Man with the Iron Heart,2017,War
The Man with the Iron Heart,2017,Action
The Man with the Iron Heart,2017,History
The Man with the Iron Heart,2017,Thriller
Fate/stay night: Unlimited Blade Works,2010,Action
Fate/stay night: Unlimited Blade Works,2010,Fantasy
Fate/stay night: Unlimited Blade Works,2010,Animation
Curiosa,2019,Drama
Curiosa,2019,History
Every Day,2018,Fantasy
Every Day,2018,Romance
The Invasion,2007,Science Fiction
The Invasion,2007,Thriller
The Invasion,2007,Mystery
Rendel,2017,Fantasy
Rendel,2017,Action
Rendel,2017,Crime
The Princess Switch,2018,Romance
Ri¢hie Ri¢h,1994,Family
30 Days of Night,2007,Horror
30 Days of Night,2007,Thriller
The Hurricane Heist,2018,Action
The Hurricane Heist,2018,Crime
The Hurricane Heist,2018,Thriller
Species: The Awakening,2007,Horror
Species: The Awakening,2007,Science Fiction
Species: The Awakening,2007,Thriller
The Adventures of Ichabod and Mr. Toad,1949,Horror
The Adventures of Ichabod and Mr. Toad,1949,Fantasy
The Adventures of Ichabod and Mr. Toad,1949,Animation
The Adventures of Ichabod and Mr. Toad,1949,Family
Grimsby,2016,Comedy
Goodbye Summer,2019,Romance
Goodbye Summer,2019,Drama
Honey; I Shrunk the Kids,1989,Adventure
Honey; I Shrunk the Kids,1989,Comedy
Honey; I Shrunk the Kids,1989,Family
Honey; I Shrunk the Kids,1989,Science Fiction
The Others,2001,Drama
The Others,2001,Mystery
The Others,2001,Thriller
The Final,2010,Thriller
The Final,2010,Horror
Halloween: Resurrection,2002,Thriller
Flawless,2007,Crime
Flawless,2007,Drama
Flawless,2007,Thriller
Halo: Landfall,2007,Action
Halo: Landfall,2007,Science Fiction
Curious George: Cape Ahoy,2021,Animation
Curious George: Cape Ahoy,2021,Adventure
Curious George: Cape Ahoy,2021,Comedy
The Wishmas Tree,2020,Animation
The Wishmas Tree,2020,Family
The Wishmas Tree,2020,Adventure
The Wishmas Tree,2020,Action
Bright,2017,Fantasy
Bright,2017,Thriller
[REC]⁴ Apocalypse,2014,Thriller
[REC]⁴ Apocalypse,2014,Horror
Peppermint,2018,Thriller
Ben 10: Destroy All Aliens,2012,Animation
Ben 10: Destroy All Aliens,2012,Science Fiction
Ben 10: Destroy All Aliens,2012,Family
Ben 10: Destroy All Aliens,2012,Action
Game Night,2018,Mystery
Game Night,2018,Comedy
Game Night,2018,Crime
We Are Your Friends,2015,Music
We Are Your Friends,2015,Romance
We Are Your Friends,2015,Comedy
Walking Tall,2004,Adventure
Walking Tall,2004,Drama
Walking Tall,2004,Thriller
Shrek the Halls,2007,Adventure
Shrek the Halls,2007,Animation
Shrek the Halls,2007,Comedy
Shrek the Halls,2007,Fantasy
Shrek the Halls,2007,Family
Aquamarine,2006,Fantasy
Aquamarine,2006,Romance
Aquamarine,2006,Family
Addicted,2014,Thriller
Dragon Ball: Sleeping Princess in Devil's Castle,1987,Action
Dragon Ball: Sleeping Princess in Devil's Castle,1987,Animation
Ticking Clock,2011,Action
Ticking Clock,2011,Thriller
Ticking Clock,2011,Crime
Children of the Living Dead,2001,Horror
Children of the Living Dead,2001,Thriller
Secretary,2002,Drama
Secretary,2002,Romance
Me; Myself & Irene,2000,Comedy
The Social Dilemma,2020,Documentary
The Social Dilemma,2020,Drama
Doom: Annihilation,2019,Action
Doom: Annihilation,2019,Science Fiction
Doom: Annihilation,2019,Horror
Doom: Annihilation,2019,Mystery
The Basketball Diaries,1995,Drama
The Basketball Diaries,1995,Crime
Mean Girls 2,2011,Comedy
Apostasy,2017,Drama
Supernova,2020,Romance
Supernova,2020,Drama
Sex Weather,2018,Romance
Sex Weather,2018,Drama
Sex Weather,2018,Comedy
The Impossible,2012,Thriller
Saludos Amigos,1942,Animation
Saludos Amigos,1942,Family
Saludos Amigos,1942,Adventure
Until Forever,2016,Drama
Until Forever,2016,Romance
New Police Story,2004,Action
New Police Story,2004,Thriller
New Police Story,2004,Crime
New Police Story,2004,Drama
Sharpay's Fabulous Adventure,2011,Family
Sharpay's Fabulous Adventure,2011,Music
Triple Threat,2019,Thriller
The Crazies,2010,Mystery
The Crazies,2010,Action
The Swan Princess,1994,Family
The Swan Princess,1994,Fantasy
The Swan Princess,1994,Adventure
The Swan Princess,1994,Comedy
The Spectacular Now,2013,Romance
Shanghai Noon,2000,Adventure
Shanghai Noon,2000,Comedy
Shanghai Noon,2000,Western
Taxi,2004,Comedy
Taxi,2004,Thriller
Taxi,2004,Crime
Come and See,1985,History
A Cinderella Story: Starstruck,2021,Romance
A Cinderella Story: Starstruck,2021,Comedy
A Cinderella Story: Starstruck,2021,Music
Magic Mike,2012,Drama
Stuck Together,2021,Comedy
After.Life,2009,Horror
After.Life,2009,Mystery
After.Life,2009,Thriller
Prisoners of the Ghostland,2021,Action
Prisoners of the Ghostland,2021,Thriller
Primal,2019,Action
Stomp the Yard,2007,Music
Deep Impact,1998,Drama
Deep Impact,1998,Science Fiction
Gothika,2003,Thriller
Nosferatu,1922,Fantasy
Nosferatu,1922,Horror
Marmaduke,2010,Family
Marmaduke,2010,Comedy
Halloween 5: The Revenge of Michael Myers,1989,Thriller
Erin Brockovich,2000,Drama
Lead Me Home,2021,Documentary
Adventures of Aladdin,2019,Adventure
Adventures of Aladdin,2019,Fantasy
Another,2012,Horror
Another,2012,Thriller
Another,2012,Mystery
Kaguya-sama: Love Is War,2019,Comedy
Kaguya-sama: Love Is War,2019,Romance
V.I.P.,2017,Crime
V.I.P.,2017,Thriller
V.I.P.,2017,Action
Downfall,2004,War
Legends of the Fall,1994,Adventure
Legends of the Fall,1994,Romance
Legends of the Fall,1994,War
Legends of the Fall,1994,Western
I Still Believe,2020,Music
I Still Believe,2020,Drama
I Still Believe,2020,Romance
Minari,2021,Drama
Martyrs,2008,Horror
Martyrs,2008,Drama
Martyrs,2008,Thriller
Inuyasha the Movie 3: Swords of an Honorable Ruler,2003,Animation
Inuyasha the Movie 3: Swords of an Honorable Ruler,2003,Fantasy
Inuyasha the Movie 3: Swords of an Honorable Ruler,2003,Adventure
Remember the Titans,2000,Drama
Leroy & Stitch,2006,Animation
Leroy & Stitch,2006,Comedy
Leroy & Stitch,2006,Family
Bingo Hell,2021,Thriller
Night Hunter,2019,Drama
Night Hunter,2019,Thriller
Pet Sematary II,1992,Horror
I Am Dragon,2015,Fantasy
I Am Dragon,2015,Romance
The Exorcist III,1990,Horror
The Exorcist III,1990,Mystery
Cobra,1986,Crime
Cobra,1986,Thriller
In the Shadow of the Moon,2019,Science Fiction
In the Shadow of the Moon,2019,Thriller
King of Thorn,2009,Fantasy
King of Thorn,2009,Animation
King of Thorn,2009,Science Fiction
Hugo,2011,Family
Evan Almighty,2007,Fantasy
Evan Almighty,2007,Family
Code 8,2019,Science Fiction
Code 8,2019,Crime
Code 8,2019,Thriller
Code 8,2019,Drama
Tag,2018,Comedy
Octopussy,1983,Adventure
Octopussy,1983,Thriller
Vico C: The Life Of A Philosopher,2017,Drama
Fracture,2007,Thriller
Austin Powers: International Man of Mystery,1997,Science Fiction
Austin Powers: International Man of Mystery,1997,Comedy
Austin Powers: International Man of Mystery,1997,Crime
Lifeforce,1985,Horror
Lifeforce,1985,Science Fiction
Lifeforce,1985,Thriller
Johnny English,2003,Adventure
Johnny English,2003,Comedy
Pokémon: The Movie 2000,1999,Adventure
Pokémon: The Movie 2000,1999,Fantasy
Pokémon: The Movie 2000,1999,Animation
Pokémon: The Movie 2000,1999,Science Fiction
Pokémon: The Movie 2000,1999,Family
3-Iron,2004,Drama
3-Iron,2004,Romance
Anon,2018,Science Fiction
The Wife,2018,Drama
The Usual Suspects,1995,Thriller
Who Am I,2014,Thriller
#Alive,2020,Action
#Alive,2020,Horror
#Alive,2020,Thriller
The Mauritanian,2021,Drama
The Mauritanian,2021,Thriller
ariana grande: excuse me; i love you,2020,Music
ariana grande: excuse me; i love you,2020,Documentary
Yara,2021,Crime
Yara,2021,Drama
King Arthur,2004,Adventure
King Arthur,2004,War
King Arthur,2004,History
Mrs. Doubtfire,1993,Drama
Mrs. Doubtfire,1993,Family
88,2015,Thriller
88,2015,Action
Detective Conan: Private Eye in the Distant Sea,2013,Action
Detective Conan: Private Eye in the Distant Sea,2013,Animation
Detective Conan: Private Eye in the Distant Sea,2013,Drama
365 Days,2015,Romance
Messi,2014,Documentary
The Hate U Give,2018,Drama
Mr. Bean's Holiday,2007,Family
Creepshow 3,2006,Horror
Creepshow 3,2006,Comedy
The Barbie Diaries,2006,Family
The Barbie Diaries,2006,Animation
From Up on Poppy Hill,2011,Drama
The Eye,2008,Thriller
Sadako,2019,Horror
Solitary Man,2009,Comedy
Solitary Man,2009,Drama
Solitary Man,2009,Romance
Z-O-M-B-I-E-S 2,2020,Music
Z-O-M-B-I-E-S 2,2020,Romance
Z-O-M-B-I-E-S 2,2020,TV Movie
Malnazidos,2022,Comedy
Malnazidos,2022,Horror
Malnazidos,2022,War
Halloween II,1981,Thriller
Bleach the Movie: The DiamondDust Rebellion,2007,Action
Bleach the Movie: The DiamondDust Rebellion,2007,Adventure
Bleach the Movie: The DiamondDust Rebellion,2007,Animation
The Legend of Zorro,2005,Adventure
The Legend of Zorro,2005,Western
Paranormal Activity: The Ghost Dimension,2015,Thriller
Meet the Parents,2000,Romance
Haywire,2011,Drama
Haywire,2011,Thriller
Harold & Kumar Go to White Castle,2004,Comedy
Closest Love to Heaven,2017,Romance
Closest Love to Heaven,2017,Drama
Mortal Kombat: Annihilation,1997,Fantasy
Mortal Kombat: Annihilation,1997,Science Fiction
The Longest Ride,2015,Romance
The King,2019,Drama
The King,2019,History
The King,2019,War
Better Watch Out,2017,Comedy
Better Watch Out,2017,Horror
Better Watch Out,2017,Thriller
Ultimate Avengers: The Movie,2006,Action
Ultimate Avengers: The Movie,2006,Animation
Ultimate Avengers: The Movie,2006,Family
Ultimate Avengers: The Movie,2006,Adventure
Ultimate Avengers: The Movie,2006,Science Fiction
Scooby-Doo on Zombie Island,1998,Animation
Scooby-Doo on Zombie Island,1998,Comedy
Scooby-Doo on Zombie Island,1998,Family
Scooby-Doo on Zombie Island,1998,Mystery
Scooby-Doo on Zombie Island,1998,Adventure
Scooby-Doo on Zombie Island,1998,Horror
Moonraker,1979,Adventure
Moonraker,1979,Thriller
Moonraker,1979,Science Fiction
Flight 7500,2014,Thriller
Flight 7500,2014,Horror
Flight 7500,2014,Mystery
Honey 2,2011,Music
Honey 2,2011,Comedy
Honey 2,2011,Drama
Species II,1998,Science Fiction
Species II,1998,Horror
Kangaroo Jack,2003,Family
Kangaroo Jack,2003,Comedy
Kangaroo Jack,2003,Adventure
Kangaroo Jack,2003,Crime
Sextuplets,2019,Comedy
Personal Shopper,2016,Thriller
Neon Genesis Evangelion: Death and Rebirth,1997,Drama
Neon Genesis Evangelion: Death and Rebirth,1997,Science Fiction
Neon Genesis Evangelion: Death and Rebirth,1997,Animation
Kung-Fu Zohra,2022,Drama
Kung-Fu Zohra,2022,Action
Stranded,2021,Drama
The Grudge,2020,Horror
The Grudge,2020,Mystery
Unforgettable,2017,Thriller
Inside Man,2006,Drama
Inside Man,2006,Thriller
Loving Pablo,2017,Crime
Loving Pablo,2017,Drama
Wanderlust,2012,Romance
You're Next,2011,Thriller
You're Next,2011,Mystery
Pokémon the Movie: Black - Victini and Reshiram,2011,Animation
Pokémon the Movie: Black - Victini and Reshiram,2011,Family
Pokémon the Movie: Black - Victini and Reshiram,2011,Adventure
Pokémon the Movie: Black - Victini and Reshiram,2011,Drama
Pokémon the Movie: Black - Victini and Reshiram,2011,Fantasy
Brain on Fire,2017,Drama
Kizumonogatari Part 1: Tekketsu,2016,Animation
Kizumonogatari Part 1: Tekketsu,2016,Fantasy
Kizumonogatari Part 1: Tekketsu,2016,Mystery
Kizumonogatari Part 1: Tekketsu,2016,Horror
Kizumonogatari Part 1: Tekketsu,2016,Action
Leprechaun 4: In Space,1996,Comedy
Leprechaun 4: In Space,1996,Fantasy
Leprechaun 4: In Space,1996,Horror
Leprechaun 4: In Space,1996,Science Fiction
Gurren Lagann the Movie: The Lights in the Sky Are Stars,2009,Action
Gurren Lagann the Movie: The Lights in the Sky Are Stars,2009,Science Fiction
Gurren Lagann the Movie: The Lights in the Sky Are Stars,2009,Animation
Gurren Lagann the Movie: The Lights in the Sky Are Stars,2009,Adventure
Indecent Proposal,1993,Romance
The Legend of Drunken Master,1994,Comedy
I Don't Know How She Does It,2011,Romance
I Don't Know How She Does It,2011,Comedy
Mad Max Beyond Thunderdome,1985,Adventure
Mad Max Beyond Thunderdome,1985,Science Fiction
Despicable Me 4,2024,Animation
Despicable Me 4,2024,Family
Despicable Me 4,2024,Comedy
Despicable Me 4,2024,Adventure
Heaven's Lost Property Final – The Movie: Eternally My Master,2014,Animation
Heaven's Lost Property Final – The Movie: Eternally My Master,2014,Romance
Heaven's Lost Property Final – The Movie: Eternally My Master,2014,Science Fiction
Heaven's Lost Property Final – The Movie: Eternally My Master,2014,Comedy
The Descent,2005,Horror
Total Recall,1990,Adventure
Total Recall,1990,Science Fiction
Fearless,2020,Family
Fearless,2020,Animation
Fearless,2020,Comedy
The Girl with All the Gifts,2016,Drama
The Girl with All the Gifts,2016,Horror
The Girl with All the Gifts,2016,Thriller
The Girl with All the Gifts,2016,Science Fiction
In the Realm of the Senses,1976,Drama
In the Realm of the Senses,1976,Romance
Come True,2020,Science Fiction
Come True,2020,Horror
Jaws: The Revenge,1987,Adventure
Jaws: The Revenge,1987,Thriller
Jaws: The Revenge,1987,Horror
Halloween III: Season of the Witch,1982,Thriller
Shinjuku Incident,2009,Drama
Shinjuku Incident,2009,Action
Shinjuku Incident,2009,Thriller
Shinjuku Incident,2009,Crime
Taxi 2,2000,Comedy
Red Dawn,1984,Thriller
Red Dawn,1984,War
Red Dawn,1984,Drama
Romeo + Juliet,1996,Romance
Ace Ventura: Pet Detective,1994,Adventure
Creed III,2022,Drama
Creed III,2022,Action
Jism,2003,Thriller
Thunderstruck,2012,Comedy
Thunderstruck,2012,Family
Kung Fu Yoga,2017,Comedy
Kung Fu Yoga,2017,Mystery
Kung Fu Yoga,2017,Action
Kung Fu Yoga,2017,Adventure
Rurouni Kenshin Part II: Kyoto Inferno,2014,Action
Rurouni Kenshin Part II: Kyoto Inferno,2014,Adventure
Rurouni Kenshin Part II: Kyoto Inferno,2014,Drama
Rurouni Kenshin Part II: Kyoto Inferno,2014,Fantasy
Alien Xmas,2020,Animation
Alien Xmas,2020,Family
Alien Xmas,2020,Fantasy
There's Something About Mary,1998,Romance
The Human Centipede 3 (Final Sequence),2015,Horror
Newness,2017,Romance
Newness,2017,Drama
Resident Evil: Apocalypse,2004,Horror
Resident Evil: Apocalypse,2004,Science Fiction
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,2007,Action
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,2007,Adventure
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,2007,Comedy
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,2007,Drama
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,2007,Animation
La Luna,1979,Drama
Doctor Sleep,2019,Horror
Doctor Sleep,2019,Thriller
Cliffhanger,1993,Adventure
Cliffhanger,1993,Thriller
Shutter,2004,Fantasy
Shutter,2004,Mystery
Shutter,2004,Thriller
Copshop,2021,Thriller
Copshop,2021,Crime
Level Sixteen,2018,Science Fiction
Level Sixteen,2018,Thriller
Penguin Bloom,2021,Drama
More Than Miyagi: The Pat Morita Story,2021,Documentary
Crimson Peak,2015,Horror
Crimson Peak,2015,Thriller
Crimson Peak,2015,Romance
Crimson Peak,2015,Mystery
LEGO Marvel Super Heroes: Avengers Reassembled!,2015,Family
LEGO Marvel Super Heroes: Avengers Reassembled!,2015,Animation
The 40 Year Old Virgin,2005,Romance
La Cantera,2021,Drama
Open Season: Scared Silly,2015,Animation
Open Season: Scared Silly,2015,Comedy
Open Season: Scared Silly,2015,Family
Open Season: Scared Silly,2015,Adventure
Eat Pray Love,2010,Drama
Eat Pray Love,2010,Romance
Dragon Ball: Mystical Adventure,1988,Action
Dragon Ball: Mystical Adventure,1988,Animation
Shallow Hal,2001,Romance
Porn Star Zombies,2009,Comedy
Porn Star Zombies,2009,Horror
Twister,1996,Adventure
Twister,1996,Drama
The Black Cauldron,1985,Adventure
The Black Cauldron,1985,Family
Fear and Loathing in Las Vegas,1998,Drama
Fear and Loathing in Las Vegas,1998,Comedy
The Anthem of the Heart,2017,Drama
[REC]³ Genesis,2012,Horror
Ex Machina,2014,Science Fiction
Licence to Kill,1989,Adventure
Licence to Kill,1989,Thriller
Primeval,2007,Adventure
Primeval,2007,Horror
Uptown Girls,2003,Family
Uptown Girls,2003,Drama
Mortal Kombat,1995,Fantasy
Tremors,1990,Horror
Tremors,1990,Action
Tremors,1990,Adventure
Tremors,1990,Fantasy
The Death of Superman,2018,Science Fiction
The Death of Superman,2018,Animation
The Death of Superman,2018,Action
The Death of Superman,2018,Drama
Cats & Dogs: The Revenge of Kitty Galore,2010,Comedy
Cats & Dogs: The Revenge of Kitty Galore,2010,Family
Cats & Dogs: The Revenge of Kitty Galore,2010,Action
Cats & Dogs: The Revenge of Kitty Galore,2010,Fantasy
Cats & Dogs: The Revenge of Kitty Galore,2010,Adventure
Cats & Dogs: The Revenge of Kitty Galore,2010,Mystery
Miss Sloane,2016,Thriller
Snake in the Eagle's Shadow,1978,Action
Snake in the Eagle's Shadow,1978,Comedy
A Model Kidnapping,2019,Thriller
A Model Kidnapping,2019,TV Movie
My Name Is Khan,2010,Romance
Wolfwalkers,2020,Animation
Wolfwalkers,2020,Family
Wolfwalkers,2020,Adventure
Wolfwalkers,2020,Fantasy
Scooby-Doo! and the Monster of Mexico,2003,Animation
Scooby-Doo! and the Monster of Mexico,2003,Comedy
Scooby-Doo! and the Monster of Mexico,2003,Family
Scooby-Doo! and the Monster of Mexico,2003,Mystery
Sorry If I Call You Love,2014,Drama
Sorry If I Call You Love,2014,Romance
Pokémon: Giratina and the Sky Warrior,2008,Family
Pokémon: Giratina and the Sky Warrior,2008,Adventure
Pokémon: Giratina and the Sky Warrior,2008,Animation
Pokémon: Giratina and the Sky Warrior,2008,Fantasy
Doraemon: Nobita and the Galaxy Super-express,1996,Animation
Doraemon: Nobita and the Galaxy Super-express,1996,Science Fiction
Doraemon: Nobita and the Galaxy Super-express,1996,Action
At the End of the Tunnel,2016,Crime
At the End of the Tunnel,2016,Thriller
Red Lights,2012,Thriller
Trouble,2019,Animation
Trouble,2019,Adventure
Trouble,2019,Family
Trouble,2019,Comedy
Trouble,2019,Music
Something the Lord Made,2004,TV Movie
Something the Lord Made,2004,Drama
Shottas,2002,Action
Shottas,2002,Adventure
Shottas,2002,Crime
Shottas,2002,Drama
Bedazzled,2000,Fantasy
Bedazzled,2000,Romance
Patema Inverted,2013,Animation
Patema Inverted,2013,Adventure
Patema Inverted,2013,Drama
Patema Inverted,2013,Fantasy
Patema Inverted,2013,Science Fiction
Children Who Chase Lost Voices,2011,Animation
Children Who Chase Lost Voices,2011,Adventure
Children Who Chase Lost Voices,2011,Drama
Children Who Chase Lost Voices,2011,Fantasy
The Muppets,2011,Family
The Muppets,2011,Comedy
The Muppets,2011,Music
Bad Luck Banging or Loony Porn,2021,Comedy
Bad Luck Banging or Loony Porn,2021,Drama
Adventures of a Mathematician,2021,Drama
Adventures of a Mathematician,2021,History
The Starling,2021,Drama
Starship Troopers,1997,Adventure
Starship Troopers,1997,Thriller
Starship Troopers,1997,Science Fiction
Entrapment,1999,Romance
Entrapment,1999,Drama
Entrapment,1999,Mystery
Don't Air Your Dirty Laundry In Public,2020,Drama
Don't Air Your Dirty Laundry In Public,2020,Comedy
Hunter x Hunter: Phantom Rouge,2013,Animation
Hunter x Hunter: Phantom Rouge,2013,Adventure
Hunter x Hunter: Phantom Rouge,2013,Fantasy
Hunter x Hunter: Phantom Rouge,2013,Action
Downsizing,2017,Comedy
Downsizing,2017,Science Fiction
The Golden Compass,2007,Fantasy
Misery,1990,Thriller
Changeling,2008,Crime
Changeling,2008,Drama
Changeling,2008,Mystery
The Marine 5: Battleground,2017,Action
The Brothers Grimm,2005,Adventure
The Brothers Grimm,2005,Fantasy
The Brothers Grimm,2005,Comedy
The Brothers Grimm,2005,Thriller
The Outsiders,1983,Drama
Chapo: El Escape Del Siglo,2016,Thriller
Chapo: El Escape Del Siglo,2016,Action
Chapo: El Escape Del Siglo,2016,Adventure
Chapo: El Escape Del Siglo,2016,Crime
The Legend of Hercules,2014,Adventure
Northmen: A Viking Saga,2014,Adventure
Northmen: A Viking Saga,2014,Action
Northmen: A Viking Saga,2014,Drama
My Sassy Girl,2001,Drama
My Sassy Girl,2001,Comedy
My Sassy Girl,2001,Romance
Death Note,2017,Drama
Death Note,2017,Fantasy
Death Note,2017,Horror
Death Note,2017,Thriller
Alanis,2017,Drama
Trainspotting,1996,Crime
Arthur and the Revenge of Maltazard,2009,Adventure
Arthur and the Revenge of Maltazard,2009,Fantasy
Arthur and the Revenge of Maltazard,2009,Animation
Arthur and the Revenge of Maltazard,2009,Family
Four Brothers,2005,Crime
The Pirates,2014,Action
The Pirates,2014,History
The Pirates,2014,Adventure
The Pirates,2014,Drama
The Pirates,2014,Fantasy
Leprechaun in the Hood,2000,Horror
Leprechaun in the Hood,2000,Comedy
Legend of the BoneKnapper Dragon,2010,Animation
Legend of the BoneKnapper Dragon,2010,Fantasy
Legend of the BoneKnapper Dragon,2010,Family
Legend of the BoneKnapper Dragon,2010,Adventure
Legend of the BoneKnapper Dragon,2010,Comedy
Legend of the BoneKnapper Dragon,2010,TV Movie
Robin Hood: Prince of Thieves,1991,Adventure
Robin Hood: Prince of Thieves,1991,Drama
Robin Hood: Prince of Thieves,1991,Romance
Enola Holmes,2020,Mystery
Enola Holmes,2020,Crime
Enola Holmes,2020,Adventure
50/50,2011,Drama
Traffik,2018,Horror
Traffik,2018,Thriller
The Finest Hours,2016,Drama
The Finest Hours,2016,History
The Finest Hours,2016,Thriller
The Witcher: Nightmare of the Wolf,2021,Action
The Witcher: Nightmare of the Wolf,2021,Fantasy
Jackass 3.5,2011,Comedy
Jackass 3.5,2011,Documentary
Jackass 3.5,2011,Action
The Grandmaster,2013,Drama
The Grandmaster,2013,History
The Curse of Buckout Road,2017,Horror
Diego Maradona,2019,Documentary
Status Update,2018,Comedy
Status Update,2018,Fantasy
Status Update,2018,Science Fiction
Fantasy Island,2020,Horror
Fantasy Island,2020,Adventure
Fantasy Island,2020,Mystery
Bankrolled,2021,Comedy
Psycho-Pass: The Movie,2015,Animation
Psycho-Pass: The Movie,2015,Science Fiction
Psycho-Pass: The Movie,2015,Action
Alien Outbreak,2020,Science Fiction
Alien Outbreak,2020,Horror
The Girl with the Dragon Tattoo,2011,Thriller
The Girl with the Dragon Tattoo,2011,Mystery
Teenage Mutant Ninja Turtles,1990,Science Fiction
Teenage Mutant Ninja Turtles,1990,Adventure
Teenage Mutant Ninja Turtles,1990,Comedy
Teenage Mutant Ninja Turtles,1990,Family
Robot Overlords,2015,Science Fiction
Robot Overlords,2015,Adventure
Robot Overlords,2015,Action
The Danish Girl,2015,Drama
The Craft,1996,Horror
The Craft,1996,Fantasy
The Maid,2014,Romance
The Maid,2014,Drama
Dragons: Gift of the Night Fury,2011,Animation
Dragons: Gift of the Night Fury,2011,Comedy
Dragons: Gift of the Night Fury,2011,Adventure
Dragons: Gift of the Night Fury,2011,Family
Starship Troopers: Invasion,2012,Animation
Starship Troopers: Invasion,2012,Action
Starship Troopers: Invasion,2012,Science Fiction
Spread,2009,Romance
Hustlers,2019,Drama
Hustlers,2019,Crime
Exorcist II: The Heretic,1977,Horror
Exorcist II: The Heretic,1977,Thriller
Exorcist II: The Heretic,1977,Fantasy
Exorcist II: The Heretic,1977,Drama
Possessed,2015,Animation
Possessed,2015,Comedy
Possessed,2015,Horror
47 Hours to Live,2019,Thriller
47 Hours to Live,2019,Horror
Single Mother by Choice,2021,Comedy
Single Mother by Choice,2021,Drama
DodgeBall: A True Underdog Story,2004,Comedy
A Christmas Together With You,2021,TV Movie
A Christmas Together With You,2021,Romance
A Christmas Together With You,2021,Drama
The Prey,2011,Crime
The Prey,2011,Thriller
The Little Rascals,1994,Romance
The Little Rascals,1994,Family
The Dead Don't Die,2019,Horror
The Dead Don't Die,2019,Fantasy
The Second Coming of Christ,2018,Action
The Second Coming of Christ,2018,Drama
A Choice of Weapons: Inspired by Gordon Parks,2021,Documentary
Detetive Madeinusa,2021,Comedy
Sometimes They Come Back,1991,Horror
Sometimes They Come Back,1991,TV Movie
Hackers,1995,Action
Hackers,1995,Thriller
Hackers,1995,Drama
Dragons: Rescue Riders: Secrets of the Songwing,2020,Family
Dragons: Rescue Riders: Secrets of the Songwing,2020,Animation
Scooby-Doo! Pirates Ahoy!,2006,Fantasy
Scooby-Doo! Pirates Ahoy!,2006,Animation
Scooby-Doo! Pirates Ahoy!,2006,Comedy
Scooby-Doo! Pirates Ahoy!,2006,Family
Scooby-Doo! Pirates Ahoy!,2006,Mystery
Scooby-Doo! Pirates Ahoy!,2006,Adventure
Ajin: Demi-Human,2017,Action
Ajin: Demi-Human,2017,Horror
Ajin: Demi-Human,2017,Mystery
The War with Grandpa,2020,Comedy
The War with Grandpa,2020,Family
Black Adam,2022,Fantasy
Black Adam,2022,Adventure
Lethal Weapon 2,1989,Adventure
Lethal Weapon 2,1989,Comedy
Lethal Weapon 2,1989,Crime
Lethal Weapon 2,1989,Thriller
Young Mother,2013,Comedy
Young Mother,2013,Romance
Accident Man,2018,Action
Accident Man,2018,Crime
Accident Man,2018,Thriller
The Fighter,2010,Drama
Unstoppable,2010,Thriller
Stand by Me Doraemon 2,2020,Animation
Stand by Me Doraemon 2,2020,Family
Stand by Me Doraemon 2,2020,Science Fiction
One Piece: The Movie,2000,Action
One Piece: The Movie,2000,Animation
One Piece: The Movie,2000,Adventure
One Piece: The Movie,2000,Comedy
One Piece: The Movie,2000,Fantasy
The Courier,2019,Crime
The Courier,2019,Action
The Courier,2019,Drama
The Courier,2019,Thriller
Pete's Dragon,2016,Adventure
Pete's Dragon,2016,Family
Pete's Dragon,2016,Fantasy
Tini: The New Life of Violetta,2016,Comedy
Tini: The New Life of Violetta,2016,Drama
Tini: The New Life of Violetta,2016,Music
Recess: School's Out,2001,Science Fiction
Recess: School's Out,2001,Family
Recess: School's Out,2001,Comedy
Twitches Too,2007,Drama
Twitches Too,2007,Family
Twitches Too,2007,Fantasy
Twitches Too,2007,TV Movie
The Grudge 3,2009,Mystery
The Grudge 3,2009,Horror
The Grudge 3,2009,Thriller
Shazam! Fury of the Gods,2022,Comedy
Shazam! Fury of the Gods,2022,Action
Shazam! Fury of the Gods,2022,Fantasy
Hotel Transylvania: Puppy!,2017,Family
Hotel Transylvania: Puppy!,2017,Fantasy
Hotel Transylvania: Puppy!,2017,Animation
Hotel Transylvania: Puppy!,2017,Comedy
Kill 'em All,2017,Action
Kill 'em All,2017,Crime
Escape from Pretoria,2020,Drama
Escape from Pretoria,2020,History
Escape from Pretoria,2020,Thriller
She's All That,1999,Romance
Fullmetal Alchemist the Movie: Conqueror of Shamballa,2005,Action
Fullmetal Alchemist the Movie: Conqueror of Shamballa,2005,Adventure
Fullmetal Alchemist the Movie: Conqueror of Shamballa,2005,Animation
Fullmetal Alchemist the Movie: Conqueror of Shamballa,2005,Drama
The Visit,2015,Thriller
The Visit,2015,Mystery
